URL, Rent, Address
http://www.trulia.com//rental/3068291925-Apartment-San-Francisco-CA-94109,"$5,500 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3062496549-Apartment-San-Francisco-CA-94109,"$5,500 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3120321498-1644-Fulton-St-San-Francisco-CA-94117,"$5,500 /mo","1644 Fulton St, San Francisco, CA 94117"
http://www.trulia.com//rental/3120257905-551A-Page-St-San-Francisco-CA-94117,"$5,500 /mo","551A Page St, San Francisco, CA 94117"
http://www.trulia.com//rental/3120526839-Apartment-San-Francisco-CA-94117,"$5,500 /mo","Address Not Disclosed, San Francisco, CA 94117"
http://www.trulia.com//rental/3118312858--Ofarrell-San-Francisco-CA-94102,"$5,500 /mo"," Ofarrell, San Francisco, CA 94102"
http://www.trulia.com//rental/3113981954-3193-Washington-St-4-San-Francisco-CA-94115,"$5,500 /mo","3193 Washington St #4, San Francisco, CA 94115"
http://www.trulia.com//rental/3113983138-551-A-Page-St-San-Francisco-CA-94117,"$5,500 /mo","551 A Page St, San Francisco, CA 94117"
http://www.trulia.com//rental/3118311718--Sutter-San-Francisco-CA-94115,"$5,500 /mo"," Sutter, San Francisco, CA 94115"
http://www.trulia.com//rental/3113982714-10-Cyril-Magnin-St-403-San-Francisco-CA-94102,"$5,550 /mo","10 Cyril Magnin St #403, San Francisco, CA 94102"
http://www.trulia.com//rental/3113983514-74-New-Montgomery-St-512-San-Francisco-CA-94105,"$5,595 /mo","74 New Montgomery St #512, San Francisco, CA 94105"
http://www.trulia.com//rental/3112778430-1740-Franklin-St-3-San-Francisco-CA-94109,"$5,605 /mo","1740 Franklin St #3, San Francisco, CA 94109"
http://www.trulia.com//rental/3095838502-Apartment-San-Francisco-CA-94111,"$5,650 /mo","Front Street and Pine Street, San Francisco, CA 94111"
http://www.trulia.com//rental/3095838531-Apartment-San-Francisco-CA-94111,"$5,650 /mo","Front Street and Pine Street, San Francisco, CA 94111"
http://www.trulia.com//rental/3095838582-Apartment-San-Francisco-CA-94111,"$5,655 /mo","Front Street and Pine Street, San Francisco, CA 94111"
http://www.trulia.com//rental/3089414234--Clarence-Pl-21-San-Francisco-CA-94107,"$5,750 /mo"," Clarence Pl #21, San Francisco, CA 94107"
http://www.trulia.com//rental/3091226704-1245-Washington-St-5-San-Francisco-CA-94108,"$5,750 /mo","1245 Washington St #5, San Francisco, CA 94108"
http://www.trulia.com//rental/3074471687-3009-Sacramento-St-2-San-Francisco-CA-94115,"$5,776 /mo","3009 Sacramento St #2, San Francisco, CA 94115"
http://www.trulia.com//rental/3014624051-246-2nd-St-1604-San-Francisco-CA-94105,"$5,800 /mo","246 2nd St #1604, San Francisco, CA 94105"
http://www.trulia.com//rental/3118312134--Washington-San-Francisco-CA-94115,"$5,800 /mo"," Washington, San Francisco, CA 94115"
http://www.trulia.com//rental/3120794792--Broderick-Sutter-San-Francisco-CA-94115,"$5,833 /mo"," Broderick Sutter, San Francisco, CA 94115"
http://www.trulia.com//rental/3106918049-1438-Page-St-San-Francisco-CA-94117,"$5,890 /mo","1438 Page St, San Francisco, CA 94117"
http://www.trulia.com//rental/3076084529-1221-Jones-St-San-Francisco-CA-94109,"$5,900 /mo","1221 Jones St, San Francisco, CA 94109"
http://www.trulia.com//rental/3062990483--Jones-St-1221-San-Francisco-CA-94109,"$5,900 /mo"," Jones St #1221, San Francisco, CA 94109"
http://www.trulia.com//rental/3103533080--Page-St-San-Francisco-CA-94117,"$5,950 /mo"," Page St, San Francisco, CA 94117"
http://www.trulia.com//rental/3062526870--Clayton-St-San-Francisco-CA-94117,"$5,990 /mo"," Clayton St, San Francisco, CA 94117"
http://www.trulia.com//rental/3062526042--Waller-St-San-Francisco-CA-94117,"$6,000 /mo"," Waller St, San Francisco, CA 94117"
http://www.trulia.com//rental/3084835517--Cyril-Magnin-San-Francisco-CA-94102,"$6,000 /mo"," Cyril Magnin, San Francisco, CA 94102"
http://www.trulia.com//rental/3118313927-33-New-Montgomery-St-San-Francisco-CA-94105,"$6,000 /mo","33 New Montgomery St, San Francisco, CA 94105"
http://www.trulia.com//rental/3118311950-1537-Franklin-St-San-Francisco-CA-94109,"$6,000 /mo","1537 Franklin St, San Francisco, CA 94109"
http://www.trulia.com//rental/3068388973-Apartment-San-Francisco-CA-94109,"$6,000 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3057454416-2-Guerrero-St-San-Francisco-CA-94103,"$6,050 /mo","2 Guerrero St, San Francisco, CA 94103"
