URL, Rent, Address
http://www.trulia.com//rental/3118533700-610-Polk-St-San-Francisco-CA-94102,"$1,550 /mo","610 Polk St, San Francisco, CA 94102"
http://www.trulia.com//rental/3115907269-725-Ellis-St-San-Francisco-CA-94109,"$1,575 /mo","725 Ellis St, San Francisco, CA 94109"
http://www.trulia.com//rental/3120519538-952-Powell-St-12-San-Francisco-CA-94108,"$1,580 /mo","952 Powell St #12, San Francisco, CA 94108"
http://www.trulia.com//rental/3106556298-Apartment-San-Francisco-CA-94109,"$1,595 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3118641507-765-Geary-St-San-Francisco-CA-94109,"$1,595 /mo","765 Geary St, San Francisco, CA 94109"
http://www.trulia.com//rental/3108134464-Apartment-San-Francisco-CA-94102,"$1,595 /mo","Address Not Disclosed, San Francisco, CA 94102"
http://www.trulia.com//rental/3056906035-525-Hyde-St-San-Francisco-CA-94109,"$1,595 /mo","525 Hyde St, San Francisco, CA 94109"
http://www.trulia.com//rental/3120836080-513-Bush-St-35-San-Francisco-CA-94108,"$1,599 /mo","513 Bush St #35, San Francisco, CA 94108"
http://www.trulia.com//rental/3116979332-1520-Gough-St-304-San-Francisco-CA-94109,"$1,695 /mo","1520 Gough St #304, San Francisco, CA 94109"
http://www.trulia.com//rental/3110750281-Apartment-San-Francisco-CA-94109,"$1,750 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3042104608-1600-Fell-St-San-Francisco-CA-94117,"$1,750 – $3,099 /mo","1600 Fell St, San Francisco, CA 94117"
http://www.trulia.com//rental/3108867002-998-Divisadero-St-303-San-Francisco-CA-94115,"$1,795 /mo","998 Divisadero St #303, San Francisco, CA 94115"
http://www.trulia.com//rental/3035328923-534-Hyde-St-8-San-Francisco-CA-94109,"$1,800 /mo","534 Hyde St #8, San Francisco, CA 94109"
http://www.trulia.com//rental/3115005170-Apartment-San-Francisco-CA-94109,"$1,800 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3120729781-825-Post-St-San-Francisco-CA-94109,"$1,845 /mo","825 Post St, San Francisco, CA 94109"
http://www.trulia.com//rental/3118764637-945-Larkin-St-56-San-Francisco-CA-94109,"$1,845 /mo","945 Larkin St #56, San Francisco, CA 94109"
http://www.trulia.com//rental/3113712225-Apartment-San-Francisco-CA-94109,"$1,875 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3118407656-861-Sutter-St-San-Francisco-CA-94109,"$1,875 /mo","861 Sutter St, San Francisco, CA 94109"
http://www.trulia.com//rental/3106010495-Apartment-San-Francisco-CA-94109,"$1,895 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3118642287-350-Turk-St-San-Francisco-CA-94102,"$1,895 /mo","350 Turk St, San Francisco, CA 94102"
http://www.trulia.com//rental/3117727501-520-Grant-Ave-6-San-Francisco-CA-94108,"$1,895 /mo","520 Grant Ave #6, San Francisco, CA 94108"
http://www.trulia.com//rental/3120617256-701-Taylor-St-505-San-Francisco-CA-94108,"$1,900 /mo","701 Taylor St #505, San Francisco, CA 94108"
http://www.trulia.com//rental/3054393046-601-Van-Ness-Ave-248-San-Francisco-CA-94102,"$1,995 /mo","601 Van Ness Ave #248, San Francisco, CA 94102"
http://www.trulia.com//rental/3120847326-601-Ofarrell-St-602-San-Francisco-CA-94109,"$1,995 /mo","601 Ofarrell St #602, San Francisco, CA 94109"
http://www.trulia.com//rental/3109324673-Apartment-San-Francisco-CA-94102,"$1,995 /mo","Address Not Disclosed, San Francisco, CA 94102"
http://www.trulia.com//rental/3038626342-Apartment-San-Francisco-CA-94117,"$1,995 /mo","Central Avenue and Page Street, San Francisco, CA 94117"
http://www.trulia.com//rental/3120964429-1048-Fulton-St-3-San-Francisco-CA-94117,"$2,000 /mo","1048 Fulton St #-3, San Francisco, CA 94117"
http://www.trulia.com//rental/3011449204-1489-Webster-St-San-Francisco-CA-94115,"$2,000 /mo","1489 Webster St, San Francisco, CA 94115"
http://www.trulia.com//rental/3077851977-250-Taylor-St-San-Francisco-CA-94102,"$2,010 /mo","250 Taylor St, San Francisco, CA 94102"
http://www.trulia.com//rental/3085661016--Taylor-St-250-San-Francisco-CA-94102,"$2,025 /mo"," Taylor St #250, San Francisco, CA 94102"
http://www.trulia.com//rental/3115903196-Apartment-San-Francisco-CA-94109,"$2,025 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3051666667-2365-Ofarrell-St-4-San-Francisco-CA-94115,"$2,095 /mo","2365 Ofarrell St #4, San Francisco, CA 94115"
http://www.trulia.com//rental/3118742892--Pine-St-222-San-Francisco-CA-94109,"$2,095 /mo"," Pine St #222, San Francisco, CA 94109"
http://www.trulia.com//rental/3015180331-70-Terra-Vista-Ave-14-San-Francisco-CA-94115,"$2,125 – $2,760 /mo","70 Terra Vista Ave #14, San Francisco, CA 94115"
http://www.trulia.com//rental/3109055531--Ofarrell-St-641-San-Francisco-CA-94109,"$2,150 /mo"," Ofarrell St #641, San Francisco, CA 94109"
http://www.trulia.com//rental/3104892183--Jones-St-San-Francisco-CA-94102,"$2,159 – $3,903 /mo"," Jones St, San Francisco, CA 94102"
http://www.trulia.com//rental/3056969108-1240-Page-St-San-Francisco-CA-94117,"$2,195 /mo","1240 Page St, San Francisco, CA 94117"
http://www.trulia.com//rental/3090649247--Jones-St-San-Francisco-CA-94102,"$2,200 /mo"," Jones St, San Francisco, CA 94102"
http://www.trulia.com//rental/3109060950-641-O-Amp-39-Farrell-St-San-Francisco-CA-94109,"$2,200 /mo","641 O Amp 39 Farrell St, San Francisco, CA 94109"
http://www.trulia.com//rental/3084589721-2157-Jackson-St-1-San-Francisco-CA-94115,"$2,200 /mo","2157 Jackson St #1, San Francisco, CA 94115"
http://www.trulia.com//rental/3094438394-601-Van-Ness-Ave-San-Francisco-CA-94102,"$2,200 /mo","601 Van Ness Ave, San Francisco, CA 94102"
http://www.trulia.com//rental/3094455846--Van-Ness-Ave-601-San-Francisco-CA-94102,"$2,200 /mo"," Van Ness Ave #601, San Francisco, CA 94102"
http://www.trulia.com//rental/3117458493-26A-Langton-St-San-Francisco-CA-94103,"$2,215 – $2,465 /mo","26A Langton St, San Francisco, CA 94103"
http://www.trulia.com//rental/3098825835--Haight-Octavia-San-Francisco-CA-94102,"$2,250 /mo"," Haight Octavia, San Francisco, CA 94102"
http://www.trulia.com//rental/3115906887-990-Geary-St-San-Francisco-CA-94109,"$2,250 /mo","990 Geary St, San Francisco, CA 94109"
http://www.trulia.com//rental/3093438881-2363-Jackson-St-2-San-Francisco-CA-94115,"$2,250 /mo","2363 Jackson St #2, San Francisco, CA 94115"
http://www.trulia.com//rental/3070785981--Pine-St-San-Francisco-CA-94109,"$2,250 /mo"," Pine St, San Francisco, CA 94109"
http://www.trulia.com//rental/3109384180-Apartment-San-Francisco-CA-94109,"$2,295 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3117877327-601-Ofarrell-St-604-San-Francisco-CA-94109,"$2,295 /mo","601 Ofarrell St #604, San Francisco, CA 94109"
http://www.trulia.com//rental/3103970576-1737-Jackson-St-San-Francisco-CA-94109,"$2,300 /mo","1737 Jackson St, San Francisco, CA 94109"
http://www.trulia.com//rental/3111259040-1201-Pine-St-San-Francisco-CA-94109,"$2,300 /mo","1201 Pine St, San Francisco, CA 94109"
http://www.trulia.com//rental/3121057488-565-Ellis-St-San-Francisco-CA-94109,"$2,395 /mo","565 Ellis St, San Francisco, CA 94109"
http://www.trulia.com//rental/3097797094-649-Jones-St-San-Francisco-CA-94102,"$2,395 /mo","649 Jones St, San Francisco, CA 94102"
http://www.trulia.com//rental/3061040306-1845-Green-St-207-San-Francisco-CA-94123,"$2,395 /mo","1845 Green St #207, San Francisco, CA 94123"
http://www.trulia.com//rental/3118518893-649-Jones-St-San-Francisco-CA-94102,"$2,400 /mo","649 Jones St, San Francisco, CA 94102"
http://www.trulia.com//rental/3106756424-155-Haight-St-San-Francisco-CA-94102,"$2,400 /mo","155 Haight St, San Francisco, CA 94102"
http://www.trulia.com//rental/3010842198-1489-Webster-St-San-Francisco-CA-94115,"$2,400 /mo","1489 Webster St, San Francisco, CA 94115"
http://www.trulia.com//rental/3119997961-825-Post-St-San-Francisco-CA-94109,"$2,400 /mo","825 Post St, San Francisco, CA 94109"
http://www.trulia.com//rental/3120215186-972-Bush-St-San-Francisco-CA-94109,"$2,400 /mo","972 Bush St, San Francisco, CA 94109"
http://www.trulia.com//rental/3119482829-Apartment-San-Francisco-CA-94108,"$2,475 /mo","Hooker Alley and Mason Street, San Francisco, CA 94108"
http://www.trulia.com//rental/3103953823-1111-Jones-St-5-San-Francisco-CA-94109,"$2,480 /mo","1111 Jones St #5, San Francisco, CA 94109"
http://www.trulia.com//rental/3106756401-1489-Webster-St-San-Francisco-CA-94115,"$2,495 /mo","1489 Webster St, San Francisco, CA 94115"
http://www.trulia.com//rental/3121057658-655-Powell-St-203-San-Francisco-CA-94108,"$2,495 /mo","655 Powell St #203, San Francisco, CA 94108"
http://www.trulia.com//rental/3120321458-645-Stockton-St-605-San-Francisco-CA-94108,"$2,500 /mo","645 Stockton St #605, San Francisco, CA 94108"
http://www.trulia.com//rental/3062525761--Divisadero-St-San-Francisco-CA-94117,"$2,500 /mo"," Divisadero St, San Francisco, CA 94117"
http://www.trulia.com//rental/3111484451-1378-Mcallister-St-San-Francisco-CA-94115,"$2,545 /mo","1378 Mcallister St, San Francisco, CA 94115"
http://www.trulia.com//rental/3120812060-601-Ofarrell-St-11-San-Francisco-CA-94109,"$2,595 /mo","601 Ofarrell St #11, San Francisco, CA 94109"
http://www.trulia.com//rental/3117522891-Apartment-San-Francisco-CA-94109,"$2,595 /mo","California Street and Helen Place, San Francisco, CA 94109"
http://www.trulia.com//rental/3091815938-512-Van-Ness-Ave-San-Francisco-CA-94102,"$2,620 – $4,375 /mo","512 Van Ness Ave, San Francisco, CA 94102"
http://www.trulia.com//rental/3096329136--Golden-Gate-Ave-San-Francisco-CA-94115,"$2,640 /mo"," Golden Gate Ave, San Francisco, CA 94115"
http://www.trulia.com//rental/3113713801-Apartment-San-Francisco-CA-94115,"$2,695 /mo","Pierce Street and Sacramento Street, San Francisco, CA 94115"
http://www.trulia.com//rental/3102152790-1155-Leavenworth-St-5-San-Francisco-CA-94109,"$2,695 /mo","1155 Leavenworth St #5, San Francisco, CA 94109"
http://www.trulia.com//rental/3091990633--Clay-St-San-Francisco-CA-94115,"$2,700 /mo"," Clay St, San Francisco, CA 94115"
http://www.trulia.com//rental/3062526858--Clay-St-San-Francisco-CA-94115,"$2,700 /mo"," Clay St, San Francisco, CA 94115"
http://www.trulia.com//rental/3062524182--Central-Ave-San-Francisco-CA-94117,"$2,700 /mo"," Central Ave, San Francisco, CA 94117"
http://www.trulia.com//rental/3062665977--Ashbury-St-San-Francisco-CA-94117,"$2,750 /mo"," Ashbury St, San Francisco, CA 94117"
