URL, Rent, Address
http://www.trulia.com//rental/3062526476--Fell-St-San-Francisco-CA-94117,"$4,000 /mo"," Fell St, San Francisco, CA 94117"
http://www.trulia.com//rental/3117899082-Condo-San-Francisco-CA-94109,"$4,000 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3113982543-1275-Clay-St-5-San-Francisco-CA-94108,"$4,000 /mo","1275 Clay St #5, San Francisco, CA 94108"
http://www.trulia.com//rental/3090918624-Apartment-San-Francisco-CA-94109,"$4,050 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3113040197-1-Daniel-Burnham-Ct-601-San-Francisco-CA-94109,"$4,055 /mo","1 Daniel Burnham Ct #601, San Francisco, CA 94109"
http://www.trulia.com//rental/3113982116-2020-California-St-San-Francisco-CA-94109,"$4,065 /mo","2020 California St, San Francisco, CA 94109"
http://www.trulia.com//rental/3104783259-140-S-Van-Ness-Ave-San-Francisco-CA-94103,"$4,070 /mo","140 S Van Ness Ave, San Francisco, CA 94103"
http://www.trulia.com//rental/3119194299-2130-Post-St-508-San-Francisco-CA-94115,"$4,100 /mo","2130 Post St #508, San Francisco, CA 94115"
http://www.trulia.com//rental/3043675051-181-Ofarrell-St-304-San-Francisco-CA-94102,"$4,100 /mo","181 Ofarrell St #304, San Francisco, CA 94102"
http://www.trulia.com//rental/3059968331--8th-St-San-Francisco-CA-94103,"$4,100 /mo"," 8th St, San Francisco, CA 94103"
http://www.trulia.com//rental/3115614889-Condo-San-Francisco-CA-94117,"$4,150 /mo","Address Not Disclosed, San Francisco, CA 94117"
http://www.trulia.com//rental/3103170453--Welsh-St-139-San-Francisco-CA-94107,"$4,150 /mo"," Welsh St #139, San Francisco, CA 94107"
http://www.trulia.com//rental/3102999993-139-Welsh-St-San-Francisco-CA-94107,"$4,180 /mo","139 Welsh St, San Francisco, CA 94107"
http://www.trulia.com//rental/3085959909--8th-St-San-Francisco-CA-94103,"$4,195 /mo"," 8th St, San Francisco, CA 94103"
http://www.trulia.com//rental/3093176183--Post-San-Francisco-CA-94115,"$4,200 /mo"," Post, San Francisco, CA 94115"
http://www.trulia.com//rental/3083894314--Van-Ness-Ave-San-Francisco-CA-94109,"$4,200 /mo"," Van Ness Ave, San Francisco, CA 94109"
http://www.trulia.com//rental/3112474653-1-Daniel-Burnham-Ct-San-Francisco-CA-94109,"$4,200 /mo","1 Daniel Burnham Ct, San Francisco, CA 94109"
http://www.trulia.com//rental/3094455820--Bush-St-2809-San-Francisco-CA-94115,"$4,200 /mo"," Bush St #2809, San Francisco, CA 94115"
http://www.trulia.com//rental/3120490536-1388-Gough-St-San-Francisco-CA-94109,"$4,200 /mo","1388 Gough St, San Francisco, CA 94109"
http://www.trulia.com//rental/3054759352-Condo-San-Francisco-CA-94103,"$4,200 /mo","Address Not Disclosed, San Francisco, CA 94103"
http://www.trulia.com//rental/3113982566-900-Bush-St-418-San-Francisco-CA-94109,"$4,200 /mo","900 Bush St #418, San Francisco, CA 94109"
http://www.trulia.com//rental/3106756441-1489-Webster-St-San-Francisco-CA-94115,"$4,225 /mo","1489 Webster St, San Francisco, CA 94115"
http://www.trulia.com//rental/3110229248--De-Haro-St-San-Francisco-CA-94107,"$4,250 /mo"," De Haro St, San Francisco, CA 94107"
http://www.trulia.com//rental/3092836688-1-Daniel-Burnham-Ct-San-Francisco-CA-94109,"$4,250 /mo","1 Daniel Burnham Ct, San Francisco, CA 94109"
http://www.trulia.com//rental/3088132361-Apartment-San-Francisco-CA-94109,"$4,250 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3113981999-1-Daniel-Burnham-Ct-415-San-Francisco-CA-94109,"$4,250 /mo","1 Daniel Burnham Ct #415, San Francisco, CA 94109"
http://www.trulia.com//rental/3117728224-Condo-San-Francisco-CA-94109,"$4,275 /mo","Clay Street and Hyde Street, San Francisco, CA 94109"
http://www.trulia.com//rental/3113981540-246-2nd-St-601-San-Francisco-CA-94105,"$4,275 /mo","246 2nd St #601, San Francisco, CA 94105"
http://www.trulia.com//rental/3115336035-811-Page-St-2-San-Francisco-CA-94117,"$4,290 /mo","811 Page St #2, San Francisco, CA 94117"
http://www.trulia.com//rental/3114668975-Condo-San-Francisco-CA-94115,"$4,300 /mo","Divisadero Street and Pine Street, San Francisco, CA 94115"
http://www.trulia.com//rental/3118311385--Clay-San-Francisco-CA-94108,"$4,300 /mo"," Clay, San Francisco, CA 94108"
http://www.trulia.com//rental/3112778417-1443-Grove-St-2-San-Francisco-CA-94117,"$4,300 /mo","1443 Grove St #2, San Francisco, CA 94117"
http://www.trulia.com//rental/3076084786-601-Van-Ness-Ave-San-Francisco-CA-94102,"$4,300 /mo","601 Van Ness Ave, San Francisco, CA 94102"
http://www.trulia.com//rental/3116142329-Apartment-San-Francisco-CA-94109,"$4,300 /mo","Address Not Disclosed, San Francisco, CA 94109"
http://www.trulia.com//rental/3120088394-Apartment-San-Francisco-CA-94115,"$4,350 /mo","Buchanan Street and Pine Street, San Francisco, CA 94115"
http://www.trulia.com//rental/3062664883--Daniel-Burnham-Ct-San-Francisco-CA-94109,"$4,350 /mo"," Daniel Burnham Ct, San Francisco, CA 94109"
http://www.trulia.com//rental/3118311627--California-San-Francisco-CA-94109,"$4,395 /mo"," California, San Francisco, CA 94109"
http://www.trulia.com//rental/3113983237-1-Daniel-Burnham-Ct-410-San-Francisco-CA-94109,"$4,400 /mo","1 Daniel Burnham Ct #410, San Francisco, CA 94109"
http://www.trulia.com//rental/3118311439--Hawthorne-San-Francisco-CA-94105,"$4,400 /mo"," Hawthorne, San Francisco, CA 94105"
